ICAR_ID;ICAR_DATE_DEBUT;ICAR_DATE_FIN;ICAR_NOM_RUE;ICAR_NOM_RUE_CODELG;ICAR_NOM_RUE_ALT;ICAR_NOM_RUE_CODELGALT;ICAR_INS;ICAR_COMMUNE;ICAR_COMMUNE_CODELG;ICAR_COMMUNE_ALT;ICAR_COMMUNE_CODELGALT;ICAR_VALIDATION
7724958;01/01/1969;;Chemin de la Charmille;FR;;;61019;Ferrières;FR;;;N
7724959;01/01/1969;;Chemin de la Fagnoul;FR;;;61019;Ferrières;FR;;;N
7724960;01/01/1969;;Chemin de la Lembrée;FR;;;61019;Ferrières;FR;;;N
7724961;01/01/1969;;Chemin de la Sauvenière;FR;;;61019;Ferrières;FR;;;N
7724962;24/07/1981;;Chemin de la Tannerie;FR;;;61019;Ferrières;FR;;;N
7724963;24/07/1981;;Chemin de l'Alouette;FR;;;61019;Ferrières;FR;;;N
7724964;24/07/1981;;Chemin de l'Epine;FR;;;61019;Ferrières;FR;;;N
7724965;01/01/1969;;Chemin de Longchamp;FR;;;61019;Ferrières;FR;;;N
7724966;24/07/1981;;Chemin de Piltus;FR;;;61019;Ferrières;FR;;;N
7724967;01/01/1969;;Chemin de Wézomont;FR;;;61019;Ferrières;FR;;;N
7724968;24/07/1981;;Chemin des Genêts;FR;;;61019;Ferrières;FR;;;N
7724969;01/01/1969;;Chemin des Mésanges;FR;;;61019;Ferrières;FR;;;N
7724970;24/07/1981;;Chemin des Têyes;FR;;;61019;Ferrières;FR;;;N
7724971;24/07/1981;;Chemin des Voeux;FR;;;61019;Ferrières;FR;;;N
7724972;01/01/1969;;Chemin du Bovrège;FR;;;61019;Ferrières;FR;;;N
7724973;01/01/1969;;Chemin du Grand Cheval;FR;;;61019;Ferrières;FR;;;N
7724974;01/01/1969;;Chemin du Hoûrle;FR;;;61019;Ferrières;FR;;;N
7724975;01/01/1969;;Chemin du Pouhon;FR;;;61019;Ferrières;FR;;;N
7724976;24/07/1981;;Chemin du Vicinal;FR;;;61019;Ferrières;FR;;;N
7724977;24/07/1981;;Chemin du Vieux Thier;FR;;;61019;Ferrières;FR;;;N
7724978;01/01/1969;;Chemin Royal;FR;;;61019;Ferrières;FR;;;N
7724979;01/01/1969;;Chêne Hoyemont;FR;;;61019;Ferrières;FR;;;N
7724980;01/01/1970;;Clos du Houilleur;FR;;;61019;Ferrières;FR;;;N
7724981;01/01/1970;;Close Voie;FR;;;61019;Ferrières;FR;;;N
7724982;24/07/1981;;Croix Deom;FR;;;61019;Ferrières;FR;;;N
7724983;01/01/1969;;Croix Frère Pierre;FR;;;61019;Ferrières;FR;;;N
7724984;01/01/1970;;Douce Terre;FR;;;61019;Ferrières;FR;;;N
7724985;01/01/1969;;Drève de Landrecy;FR;;;61019;Ferrières;FR;;;N
7724986;24/07/1981;;Es Spita;FR;;;61019;Ferrières;FR;;;N
7724987;01/01/1969;;Fanson;FR;;;61019;Ferrières;FR;;;N
7724988;24/07/1981;;Ferot-le-Fourneau;FR;;;61019;Ferrières;FR;;;N
7724989;01/01/1969;;Fond des Vaux;FR;;;61019;Ferrières;FR;;;N
7724990;24/07/1981;;Fosse du Loup;FR;;;61019;Ferrières;FR;;;N
7724991;01/01/1969;;Godinry;FR;;;61019;Ferrières;FR;;;N
7724992;01/01/1969;;Grimonster;FR;;;61019;Ferrières;FR;;;N
7724993;24/07/1981;;Jardin Fifi;FR;;;61019;Ferrières;FR;;;N
7724994;24/07/1981;;La Basse Colète;FR;;;61019;Ferrières;FR;;;N
7724995;01/01/1969;;La Cherhale;FR;;;61019;Ferrières;FR;;;N
7724996;01/01/1969;;La Fagnoul;FR;;;61019;Ferrières;FR;;;N
7724997;01/01/1969;;La Gloriette;FR;;;61019;Ferrières;FR;;;N
7724998;01/01/1969;;La Grange;FR;;;61019;Ferrières;FR;;;N
7724999;01/01/1969;;La Lembrée;FR;;;61019;Ferrières;FR;;;N
7725000;01/01/1969;;La Picherote;FR;;;61019;Ferrières;FR;;;N
7725001;01/01/1969;;La Rouge Minière;FR;;;61019;Ferrières;FR;;;N
7725002;01/01/1969;;La Truchette;FR;;;61019;Ferrières;FR;;;N
7725003;24/07/1981;;L'Afrut;FR;;;61019;Ferrières;FR;;;N
7725004;01/01/1969;;Landrecy;FR;;;61019;Ferrières;FR;;;N
7725005;01/01/1969;;Lantroul;FR;;;61019;Ferrières;FR;;;N
7725006;01/01/1969;;Le Bati;FR;;;61019;Ferrières;FR;;;N
7725007;24/07/1981;;Le Chafour;FR;;;61019;Ferrières;FR;;;N
7725008;01/01/1969;;Le Chemin Vert;FR;;;61019;Ferrières;FR;;;N
7725009;01/01/1969;;Le Grand Trixhe;FR;;;61019;Ferrières;FR;;;N
7725010;24/07/1981;;Le Herlot;FR;;;61019;Ferrières;FR;;;N
7725011;01/01/1969;;Le Houpet;FR;;;61019;Ferrières;FR;;;N
7725012;01/01/1969;;Le Mont;FR;;;61019;Ferrières;FR;;;N
7725013;24/07/1981;;Le Moulin de Ferrières;FR;;;61019;Ferrières;FR;;;N
7725014;24/07/1981;;Le Petit Bati;FR;;;61019;Ferrières;FR;;;N
7725015;24/07/1981;;Le Raumont;FR;;;61019;Ferrières;FR;;;N
7725016;01/01/1969;;Le Tige;FR;;;61019;Ferrières;FR;;;N
7725017;01/01/1969;;Le Trou;FR;;;61019;Ferrières;FR;;;N
7725018;24/07/1981;;Les Arsins;FR;;;61019;Ferrières;FR;;;N
7725019;24/07/1981;;Les Enclos;FR;;;61019;Ferrières;FR;;;N
7725020;24/07/1981;;Les Fanges;FR;;;61019;Ferrières;FR;;;N
7725021;01/01/1969;;Les Rixhalles;FR;;;61019;Ferrières;FR;;;N
7725022;24/07/1981;;Lige aux Sarts;FR;;;61019;Ferrières;FR;;;N
7725023;01/01/1969;;Lognoul;FR;;;61019;Ferrières;FR;;;N
7725024;01/01/1969;;Mazalienne;FR;;;61019;Ferrières;FR;;;N
7725025;01/01/1969;;Missoul;FR;;;61019;Ferrières;FR;;;N
7725026;24/07/1981;;Mon Lecomte;FR;;;61019;Ferrières;FR;;;N
7725027;24/07/1981;;Mon Legrand;FR;;;61019;Ferrières;FR;;;N
7725028;01/01/1969;;Mont de Fontaine;FR;;;61019;Ferrières;FR;;;N
7725029;24/07/1981;;Montforêt;FR;;;61019;Ferrières;FR;;;N
7725030;24/07/1981;;Moulin de Bosson;FR;;;61019;Ferrières;FR;;;N
7725031;24/07/1981;;Petite Taille;FR;;;61019;Ferrières;FR;;;N
7725032;01/01/1969;;Place Capitaine Lespagnard;FR;;;61019;Ferrières;FR;;;N
7725033;24/07/1981;;Place de Chablis;FR;;;61019;Ferrières;FR;;;N
7725034;24/07/1981;;Place du Centre;FR;;;61019;Ferrières;FR;;;N
7725035;24/07/1981;;Place La Vaux;FR;;;61019;Ferrières;FR;;;N
7725036;24/07/1981;;Pré de la Ferme;FR;;;61019;Ferrières;FR;;;N
7725037;24/07/1981;;Pré du Fa;FR;;;61019;Ferrières;FR;;;N
7725038;01/01/1969;;Quarreux;FR;;;61019;Ferrières;FR;;;N
7725039;01/01/1969;;Rognac;FR;;;61019;Ferrières;FR;;;N
7725040;24/07/1981;;Route d'Aywaille;FR;;;61019;Ferrières;FR;;;N
7725041;01/01/1969;;Route de Bastogne;FR;;;61019;Ferrières;FR;;;N
7725042;24/07/1981;;Route de Condroz;FR;;;61019;Ferrières;FR;;;N
7725043;01/01/1969;;Route de Filot;FR;;;61019;Ferrières;FR;;;N
7725044;01/01/1969;;Route de Hamoir;FR;;;61019;Ferrières;FR;;;N
7725045;01/01/1969;;Route de Harzé;FR;;;61019;Ferrières;FR;;;N
7725046;01/01/1969;;Route de Huy;FR;;;61019;Ferrières;FR;;;N
7725047;24/07/1981;;Route de la Cherhale;FR;;;61019;Ferrières;FR;;;N
7725048;24/07/1981;;Route de la Famenne;FR;;;61019;Ferrières;FR;;;N
7725049;24/07/1981;;Route de la Source de Harre;FR;;;61019;Ferrières;FR;;;N
7725050;24/07/1981;;Route de la Vicomté;FR;;;61019;Ferrières;FR;;;N
7725051;01/01/1969;;Route de Liège;FR;;;61019;Ferrières;FR;;;N
7725052;01/01/1969;;Route de Logne;FR;;;61019;Ferrières;FR;;;N
7725053;24/07/1981;;Route de Malacord;FR;;;61019;Ferrières;FR;;;N
7725054;01/01/1969;;Route de Marche;FR;;;61019;Ferrières;FR;;;N
7725055;01/01/1969;;Route de Renier;FR;;;61019;Ferrières;FR;;;N
7725056;01/01/1969;;Route de Stavelot;FR;;;61019;Ferrières;FR;;;N
7725057;01/01/1969;;Route de Sy;FR;;;61019;Ferrières;FR;;;N
7725058;24/07/1981;;Route des Ardennes;FR;;;61019;Ferrières;FR;;;N
7725059;24/07/1981;;Route des Fagnes;FR;;;61019;Ferrières;FR;;;N
7725060;01/01/1969;;Route d'Izier;FR;;;61019;Ferrières;FR;;;N
7725061;01/01/1969;;Route du Pâlogne;FR;;;61019;Ferrières;FR;;;N
7725062;01/01/1969;;Route du Paradis;FR;;;61019;Ferrières;FR;;;N
7725063;01/01/1969;;Route du Vieux Chêne;FR;;;61019;Ferrières;FR;;;N
7725064;01/01/1969;;Rue de Chablis;FR;;;61019;Ferrières;FR;;;N
7725065;24/07/1981;;Rue de Cleurie;FR;;;61019;Ferrières;FR;;;N
7725066;01/01/1969;;Rue de Comblain;FR;;;61019;Ferrières;FR;;;N
7725067;01/01/1969;;Rue de Corneva;FR;;;61019;Ferrières;FR;;;N
7725068;01/01/1969;;Rue de Fanson;FR;;;61019;Ferrières;FR;;;N
7725069;24/07/1981;;Rue de Ferot;FR;;;61019;Ferrières;FR;;;N
7725070;01/01/1969;;Rue de Godinry;FR;;;61019;Ferrières;FR;;;N
7725071;24/07/1981;;Rue de Jehonhé;FR;;;61019;Ferrières;FR;;;N
7725072;01/01/1970;;Rue de la Bouverie;FR;;;61019;Ferrières;FR;;;N
7725073;24/07/1981;;Rue de la Chapelle;FR;;;61019;Ferrières;FR;;;N
7725074;24/07/1981;;Rue de la Fontaine;FR;;;61019;Ferrières;FR;;;N
7725075;01/01/1969;;Rue de la Ramaye;FR;;;61019;Ferrières;FR;;;N
7725076;01/01/1969;;Rue de l'Eglise;FR;;;61019;Ferrières;FR;;;N
7725077;24/07/1981;;Rue de Lognoul;FR;;;61019;Ferrières;FR;;;N
7725078;01/01/1969;;Rue de Luins;FR;;;61019;Ferrières;FR;;;N
7725079;01/01/1969;;Rue de Nalnico;FR;;;61019;Ferrières;FR;;;N
7725080;01/01/1969;;Rue de Saint-Cergue;FR;;;61019;Ferrières;FR;;;N
7725081;01/01/1969;;Rue de Saint-Roch;FR;;;61019;Ferrières;FR;;;N
7725082;24/07/1981;;Rue des Aguesses;FR;;;61019;Ferrières;FR;;;N
7725083;01/01/1970;;Rue des Pinsons;FR;;;61019;Ferrières;FR;;;N
7725084;24/07/1981;;Rue des Roches;FR;;;61019;Ferrières;FR;;;N
7725085;24/07/1981;;Rue des Seize Verges;FR;;;61019;Ferrières;FR;;;N
7725086;01/01/1969;;Rue des Tèheux;FR;;;61019;Ferrières;FR;;;N
7725087;01/01/1969;;Rue du Burnontige;FR;;;61019;Ferrières;FR;;;N
7725088;24/07/1981;;Rue du Centre;FR;;;61019;Ferrières;FR;;;N
7725089;01/01/1969;;Rue du Chantoir;FR;;;61019;Ferrières;FR;;;N
7725090;01/01/1969;;Rue du Doyard;FR;;;61019;Ferrières;FR;;;N
7725091;24/07/1981;;Rue du Laveu;FR;;;61019;Ferrières;FR;;;N
7725092;01/01/1969;;Rue du Ravet;FR;;;61019;Ferrières;FR;;;N
7725093;01/01/1969;;Rue du Rivage;FR;;;61019;Ferrières;FR;;;N
7725094;01/01/1969;;Rue du Roinay;FR;;;61019;Ferrières;FR;;;N
7725095;24/07/1981;;Rue du Sept Septembre;FR;;;61019;Ferrières;FR;;;N
7725096;24/07/1981;;Rue du Vieux Lieu;FR;;;61019;Ferrières;FR;;;N
7725097;24/07/1981;;Rue du Vieux Tilleul;FR;;;61019;Ferrières;FR;;;N
7725098;01/01/1969;;Rue Jean Gerlache;FR;;;61019;Ferrières;FR;;;N
7725099;01/01/1969;;Rue Jehoge;FR;;;61019;Ferrières;FR;;;N
7725100;01/01/1969;;Rue Joseph Bovy;FR;;;61019;Ferrières;FR;;;N
7725101;24/07/1981;;Rue Marcel Launay;FR;;;61019;Ferrières;FR;;;N
7725102;24/07/1981;;Rue Marchenal;FR;;;61019;Ferrières;FR;;;N
7725103;24/07/1981;;Rue Payefa;FR;;;61019;Ferrières;FR;;;N
7725104;01/01/1969;;Rue Pierreux;FR;;;61019;Ferrières;FR;;;N
7725105;01/01/1969;;Rue Principale;FR;;;61019;Ferrières;FR;;;N
7725106;01/01/1969;;Rue Richard Heintz;FR;;;61019;Ferrières;FR;;;N
7725107;24/07/1981;;Rue Sainte-Barbe;FR;;;61019;Ferrières;FR;;;N
7725108;24/07/1981;;So Mazery;FR;;;61019;Ferrières;FR;;;N
7725109;01/01/1969;;Sol Paradis;FR;;;61019;Ferrières;FR;;;N
7725110;01/01/1969;;Sur le Grand Bati;FR;;;61019;Ferrières;FR;;;N
7725111;01/01/1969;;Sur le Mont;FR;;;61019;Ferrières;FR;;;N
7725112;01/01/1969;;Sur les Bruyères;FR;;;61019;Ferrières;FR;;;N
7725113;01/01/1970;;Sur les Côteaux;FR;;;61019;Ferrières;FR;;;N
7725114;01/01/1969;;Sur les Houx;FR;;;61019;Ferrières;FR;;;N
7725115;01/01/1969;;Sur les Marnières;FR;;;61019;Ferrières;FR;;;N
7725116;01/01/1969;;Sur les Minières;FR;;;61019;Ferrières;FR;;;N
7725117;24/07/1981;;Terre du Jardin;FR;;;61019;Ferrières;FR;;;N
7725118;01/01/1969;;Thier de Logne;FR;;;61019;Ferrières;FR;;;N
7725119;01/01/1969;;Tilleul des Lognards;FR;;;61019;Ferrières;FR;;;N
7725120;01/01/1969;;Tremister;FR;;;61019;Ferrières;FR;;;N
7725121;01/01/1969;;Trou Renard;FR;;;61019;Ferrières;FR;;;N
7725122;24/07/1981;;Voie de la Brûlée;FR;;;61019;Ferrières;FR;;;N
7725123;01/01/1969;;Voie de l'Aite;FR;;;61019;Ferrières;FR;;;N
7725124;01/01/1969;;Voie de Missoul;FR;;;61019;Ferrières;FR;;;N
7725125;24/07/1981;;Voie des Brebis;FR;;;61019;Ferrières;FR;;;N
7725126;24/07/1981;;Voie des Meuniers;FR;;;61019;Ferrières;FR;;;N
7725127;01/01/1969;;Voie des Rixhalles;FR;;;61019;Ferrières;FR;;;N
7725128;01/01/1969;;Voie du Bois Géry;FR;;;61019;Ferrières;FR;;;N
7725129;24/07/1981;;Voie du Thier;FR;;;61019;Ferrières;FR;;;N
7725130;01/01/1969;;Voie du Toret;FR;;;61019;Ferrières;FR;;;N
7725131;24/07/1981;;Voie Hayard;FR;;;61019;Ferrières;FR;;;N
7725132;24/07/1981;;Voie Mayane;FR;;;61019;Ferrières;FR;;;N
7725133;01/01/1969;;Voie Michel;FR;;;61019;Ferrières;FR;;;N
7725134;01/01/1969;;Allée de Preal;FR;;;61024;Hamoir;FR;;;N
7725135;01/01/1981;;Allée des Ecureuils;FR;;;61024;Hamoir;FR;;;N
7725136;01/01/1981;;Allée des Ramiers;FR;;;61024;Hamoir;FR;;;N
7725137;01/01/1981;;Allée du Domaine;FR;;;61024;Hamoir;FR;;;N
7725138;01/01/1969;;Au Doyard;FR;;;61024;Hamoir;FR;;;N
7725139;01/01/1969;;Au Ry Monsée;FR;;;61024;Hamoir;FR;;;N
7725140;01/01/1969;;Avenue de l'Ourthe;FR;;;61024;Hamoir;FR;;;N
7725141;01/01/1969;;Avenue des Villas;FR;;;61024;Hamoir;FR;;;N
7725142;01/01/1969;;Boulevard Pieret;FR;;;61024;Hamoir;FR;;;N
7725143;01/01/1969;;Chemin des Bruyères;FR;;;61024;Hamoir;FR;;;N
7725144;01/01/1969;;Chemin des Rixhalles;FR;;;61024;Hamoir;FR;;;N
7725145;01/01/1969;;Chemin des Vaches;FR;;;61024;Hamoir;FR;;;N
7725146;01/01/1969;;Chemin d'Insegotte;FR;;;61024;Hamoir;FR;;;N
7725147;01/01/1969;;Chemin du Facteur;FR;;;61024;Hamoir;FR;;;N
7725148;01/01/1969;;Clos du Boé;FR;;;61024;Hamoir;FR;;;N
7725149;01/01/1969;;Croix de la Bruyère;FR;;;61024;Hamoir;FR;;;N
7725150;01/01/1969;;Delà les Monts;FR;;;61024;Hamoir;FR;;;N
7725151;01/01/1969;;En Strée;FR;;;61024;Hamoir;FR;;;N
7725152;01/01/1969;;Fonds de Pierreux;FR;;;61024;Hamoir;FR;;;N
7725153;01/01/1969;;Grand Enclos;FR;;;61024;Hamoir;FR;;;N
7725154;01/01/1969;;Grand'Route;FR;;;61024;Hamoir;FR;;;N
7725155;01/01/1969;;Hameau de Lassus;FR;;;61024;Hamoir;FR;;;N
7725156;01/01/1969;;Hameau de Rennes;FR;;;61024;Hamoir;FR;;;N
7725157;01/01/1969;;Hameau de Tabreux;FR;;;61024;Hamoir;FR;;;N
7725158;01/01/1969;;Hameau de Xhignesse;FR;;;61024;Hamoir;FR;;;N
7725159;01/01/1969;;Impasse Defêchereux;FR;;;61024;Hamoir;FR;;;N
7725160;01/01/1969;;Impasse Govaerts;FR;;;61024;Hamoir;FR;;;N
7725161;01/01/1969;;Insegotte;FR;;;61024;Hamoir;FR;;;N
7725162;01/01/1969;;La Xhavée;FR;;;61024;Hamoir;FR;;;N
7725163;01/01/1969;;Lawé;FR;;;61024;Hamoir;FR;;;N
7725164;01/01/1969;;Place Del Cour;FR;;;61024;Hamoir;FR;;;N
7725165;01/01/1969;;Place du Monument;FR;;;61024;Hamoir;FR;;;N
7725166;01/01/1969;;Place du Tilleul;FR;;;61024;Hamoir;FR;;;N
7725167;01/01/1969;;Place du Wez;FR;;;61024;Hamoir;FR;;;N
7725168;01/01/1969;;Pré Limbor;FR;;;61024;Hamoir;FR;;;N
7725169;01/01/1969;;Quai André Lhoest;FR;;;61024;Hamoir;FR;;;N
7725170;01/01/1969;;Quai de l'Ourthe;FR;;;61024;Hamoir;FR;;;N
7725171;01/01/1969;;Quai de Saulxures;FR;;;61024;Hamoir;FR;;;N
7725172;01/01/1969;;Quai de Wenigumstadt;FR;;;61024;Hamoir;FR;;;N
7725173;01/01/1969;;Quai des Oûtleus;FR;;;61024;Hamoir;FR;;;N
7725174;01/01/1969;;Quai du Batty;FR;;;61024;Hamoir;FR;;;N
7725175;01/01/1969;;Raidillon du Thier;FR;;;61024;Hamoir;FR;;;N
7725176;01/01/1969;;Route de Filot;FR;;;61024;Hamoir;FR;;;N
7725177;01/01/1969;;Route de Géromont;FR;;;61024;Hamoir;FR;;;N
7725178;01/01/1969;;Route de Xhignesse;FR;;;61024;Hamoir;FR;;;N
7725179;01/01/1969;;Route de Xhoris;FR;;;61024;Hamoir;FR;;;N
7725180;01/01/1969;;Rue Chienrue;FR;;;61024;Hamoir;FR;;;N
7725181;01/01/1969;;Rue d'Anthisnes;FR;;;61024;Hamoir;FR;;;N
7725182;01/01/1969;;Rue de Bloquay;FR;;;61024;Hamoir;FR;;;N
7725183;01/01/1969;;Rue de Comblinay;FR;;;61024;Hamoir;FR;;;N
7725184;01/01/1981;;Rue de Fairon;FR;;;61024;Hamoir;FR;;;N
7725185;01/01/1969;;Rue de Godinry;FR;;;61024;Hamoir;FR;;;N
7725186;01/01/1969;;Rue de Hittin;FR;;;61024;Hamoir;FR;;;N
7725187;01/01/1981;;Rue de la Batterie;FR;;;61024;Hamoir;FR;;;N
7725188;01/01/1969;;Rue de la Briqueterie;FR;;;61024;Hamoir;FR;;;N
7725189;01/01/1969;;Rue de la Briquetterie;FR;;;61024;Hamoir;FR;;;N
7725190;01/01/1969;;Rue de la Chéra;FR;;;61024;Hamoir;FR;;;N
7725191;01/01/1969;;Rue de la Colline;FR;;;61024;Hamoir;FR;;;N
7725192;01/01/1969;;Rue de la Crête;FR;;;61024;Hamoir;FR;;;N
7725193;01/01/1969;;Rue de la Croix;FR;;;61024;Hamoir;FR;;;N
7725194;01/01/1969;;Rue de la Grange;FR;;;61024;Hamoir;FR;;;N
7725195;01/01/1969;;Rue de la Justice;FR;;;61024;Hamoir;FR;;;N
7725196;01/01/1969;;Rue de la Station;FR;;;61024;Hamoir;FR;;;N
7725197;01/01/1969;;Rue de la Tour;FR;;;61024;Hamoir;FR;;;N
7725198;01/01/1969;;Rue de la Vieille Chéra;FR;;;61024;Hamoir;FR;;;N
7725199;01/01/1969;;Rue de Lassus;FR;;;61024;Hamoir;FR;;;N
7725200;01/01/1981;;Rue de l'Eglise;FR;;;61024;Hamoir;FR;;;N
7725201;01/01/1969;;Rue de l'Enclos;FR;;;61024;Hamoir;FR;;;N
7725202;01/01/1981;;Rue de Liège;FR;;;61024;Hamoir;FR;;;N
7725203;01/01/1977;;Rue de Logne;FR;;;61024;Hamoir;FR;;;N
7725204;01/01/1969;;Rue de Marche;FR;;;61024;Hamoir;FR;;;N
7725205;01/01/1969;;Rue de My;FR;;;61024;Hamoir;FR;;;N
7725206;01/01/1969;;Rue de Sparmont;FR;;;61024;Hamoir;FR;;;N
7725207;01/01/1969;;Rue de Strée;FR;;;61024;Hamoir;FR;;;N
7725208;01/01/1969;;Rue de Sy;FR;;;61024;Hamoir;FR;;;N
7725209;01/01/1969;;Rue de Tohogne;FR;;;61024;Hamoir;FR;;;N
7725210;01/01/1969;;Rue de Xhignesse;FR;;;61024;Hamoir;FR;;;N
7725211;01/01/1969;;Rue de Xhoris;FR;;;61024;Hamoir;FR;;;N
7725212;01/01/1969;;Rue des Combattants;FR;;;61024;Hamoir;FR;;;N
7725213;01/01/1981;;Rue des Crétalles;FR;;;61024;Hamoir;FR;;;N
7725214;01/01/1969;;Rue des Ecoles;FR;;;61024;Hamoir;FR;;;N
7725215;01/01/1969;;Rue des Grands Champs;FR;;;61024;Hamoir;FR;;;N
7725216;01/01/1969;;Rue des Lawtays;FR;;;61024;Hamoir;FR;;;N
7725217;01/01/1969;;Rue des Marronniers;FR;;;61024;Hamoir;FR;;;N
7725218;01/01/1969;;Rue des Promenades;FR;;;61024;Hamoir;FR;;;N
7725219;01/01/1969;;Rue des Sapins;FR;;;61024;Hamoir;FR;;;N
7725220;01/01/1969;;Rue Dessus la Sauvenière;FR;;;61024;Hamoir;FR;;;N
7725221;01/01/1981;;Rue du Boë;FR;;;61024;Hamoir;FR;;;N
7725222;01/01/1969;;Rue du Canal;FR;;;61024;Hamoir;FR;;;N
7725223;01/01/1969;;Rue du Centre;FR;;;61024;Hamoir;FR;;;N
7725224;01/01/1981;;Rue du Chirmont;FR;;;61024;Hamoir;FR;;;N
7725225;01/01/1969;;Rue du Cimetière;FR;;;61024;Hamoir;FR;;;N
7725226;01/01/1969;;Rue du Crucifix;FR;;;61024;Hamoir;FR;;;N
7725227;01/01/1969;;Rue du Mârli;FR;;;61024;Hamoir;FR;;;N
7725228;01/01/1969;;Rue du Moulin;FR;;;61024;Hamoir;FR;;;N
7725229;01/01/1969;;Rue du Moulin de Fairon;FR;;;61024;Hamoir;FR;;;N
7725230;01/01/1969;;Rue du Néblon;FR;;;61024;Hamoir;FR;;;N
7725231;01/01/1981;;Rue du Parc;FR;;;61024;Hamoir;FR;;;N
7725232;01/01/1969;;Rue du Pont;FR;;;61024;Hamoir;FR;;;N
7725233;01/01/1981;;Rue du Rocher de la Vierge;FR;;;61024;Hamoir;FR;;;N
7725234;01/01/1969;;Rue du Ruisseau;FR;;;61024;Hamoir;FR;;;N
7725235;01/01/1981;;Rue du Tilleul;FR;;;61024;Hamoir;FR;;;N
7725236;01/01/1969;;Rue du Vicinal;FR;;;61024;Hamoir;FR;;;N
7725237;01/01/1969;;Rue du Vieux Mayeur;FR;;;61024;Hamoir;FR;;;N
7725238;01/01/1969;;Rue du Vieux Moulin;FR;;;61024;Hamoir;FR;;;N
7725239;01/01/1969;;Rue Es Thier;FR;;;61024;Hamoir;FR;;;N
7725240;01/01/1969;;Rue Fernand Ponthier;FR;;;61024;Hamoir;FR;;;N
7725241;01/01/1969;;Rue Gilles Del Cour;FR;;;61024;Hamoir;FR;;;N
7725242;01/01/1981;;Rue Joseph Huberty;FR;;;61024;Hamoir;FR;;;N
7725243;01/01/1969;;Rue Joseph Wauters;FR;;;61024;Hamoir;FR;;;N
7725244;01/01/1969;;Rue Moulinchamps;FR;;;61024;Hamoir;FR;;;N
7725245;01/01/1969;;Rue Premier Fond;FR;;;61024;Hamoir;FR;;;N
7725246;01/01/1969;;Rue Puch Chaudoir;FR;;;61024;Hamoir;FR;;;N
7725247;01/01/1969;;Rue Ravenne;FR;;;61024;Hamoir;FR;;;N
7725248;01/01/1969;;Rue sur les Tailles;FR;;;61024;Hamoir;FR;;;N
7725249;01/01/1969;;Rue Tranchée;FR;;;61024;Hamoir;FR;;;N
7725250;01/01/1969;;Rue Vieille Voie;FR;;;61024;Hamoir;FR;;;N
7725251;01/01/1969;;Sentier de Lawé;FR;;;61024;Hamoir;FR;;;N
7725252;01/01/1969;;Sentier des Ecoles;FR;;;61024;Hamoir;FR;;;N
7725253;01/01/1969;;Sentier des Groumets;FR;;;61024;Hamoir;FR;;;N
7725254;01/01/1969;;Sentier du Cimetière;FR;;;61024;Hamoir;FR;;;N
7725255;01/01/1969;;Thier de Bléron;FR;;;61024;Hamoir;FR;;;N
7725256;01/01/1969;;Vieux Chemin d'Aywaille;FR;;;61024;Hamoir;FR;;;N
7725257;01/01/1969;;Werbeucommune;FR;;;61024;Hamoir;FR;;;N
7725258;01/01/1969;;Allée des Thuyas;FR;;;61028;Héron;FR;;;N
7725259;01/01/1969;;Aux Carrières;FR;;;61028;Héron;FR;;;N
7725260;15/04/1979;;Chaussée de Wavre;FR;;;61028;Héron;FR;;;N
7725261;01/01/1969;;Chemin des Ecoliers;FR;;;61028;Héron;FR;;;N
7725262;01/01/1969;;Drève d'Envoz;FR;;;61028;Héron;FR;;;N
7725263;01/01/1969;;Lieu dit Wanhériffe;FR;;;61028;Héron;FR;;;N
7725264;01/01/1969;;Place Communale;FR;;;61028;Héron;FR;;;N
7725265;01/01/1969;;Place Fayat;FR;;;61028;Héron;FR;;;N
7725266;01/01/1969;;Route de Burdinne;FR;;;61028;Héron;FR;;;N
7725267;01/01/1969;;Rue Adolphine Dochain;FR;;;61028;Héron;FR;;;N
7725268;01/01/1969;;Rue aux Travaux;FR;;;61028;Héron;FR;;;N
7725269;01/01/1969;;Rue Bahy;FR;;;61028;Héron;FR;;;N
7725270;01/01/1969;;Rue Bas du Village;FR;;;61028;Héron;FR;;;N
7725271;01/01/1969;;Rue Basses Trixhes;FR;;;61028;Héron;FR;;;N
7725272;01/01/1969;;Rue Bayet;FR;;;61028;Héron;FR;;;N
7725273;01/01/1969;;Rue Bel Horizon;FR;;;61028;Héron;FR;;;N
7725274;01/01/1969;;Rue Bolette;FR;;;61028;Héron;FR;;;N
7725275;01/01/1969;;Rue Bordia;FR;;;61028;Héron;FR;;;N
7725276;01/01/1969;;Rue Bosquée;FR;;;61028;Héron;FR;;;N
7725277;01/01/1969;;Rue Chavée;FR;;;61028;Héron;FR;;;N
7725278;01/01/1969;;Rue Chêna;FR;;;61028;Héron;FR;;;N
7725279;01/01/1969;;Rue Christian;FR;;;61028;Héron;FR;;;N
7725280;01/01/1969;;Rue Close;FR;;;61028;Héron;FR;;;N
7725281;01/01/1969;;Rue Cortil Stiennon;FR;;;61028;Héron;FR;;;N
7725282;01/01/1969;;Rue de Boingt;FR;;;61028;Héron;FR;;;N
7725283;01/01/1969;;Rue de Carmont;FR;;;61028;Héron;FR;;;N
7725284;01/01/1969;;Rue de Couthuin;FR;;;61028;Héron;FR;;;N
